,word,score
2765,ludicrous,-1
2766,ludicrously,-1
2767,lugubrious,-1
2768,lukewarm,-1
2769,lull,-1
2770,lumpy,-1
2771,lunatic,-1
2772,lunaticism,-1
2773,lurch,-1
2774,lure,-1
2775,lurid,-1
2776,lurk,-1
2777,lurking,-1
2778,lying,-1
2779,macabre,-1
2780,mad,-1
2781,madden,-1
2782,maddening,-1
2783,maddeningly,-1
2784,madder,-1
2785,madly,-1
2786,madman,-1
2787,madness,-1
2788,maladjusted,-1
2789,maladjustment,-1
2790,malady,-1
2791,malaise,-1
2792,malcontent,-1
2793,malcontented,-1
2794,maledict,-1
2795,malevolence,-1
2796,malevolent,-1
2797,malevolently,-1
2798,malice,-1
2799,malicious,-1
2800,maliciously,-1
2801,maliciousness,-1
2802,malign,-1
2803,malignant,-1
2804,malodorous,-1
2805,maltreatment,-1
2806,mangle,-1
2807,mangled,-1
2808,mangles,-1
2809,mangling,-1
2810,mania,-1
2811,maniac,-1
2812,maniacal,-1
2813,manic,-1
2814,manipulate,-1
2815,manipulation,-1
2816,manipulative,-1
2817,manipulators,-1
2818,mar,-1
2819,marginal,-1
2820,marginally,-1
2821,martyrdom,-1
2822,martyrdom-seeking,-1
2823,mashed,-1
2824,massacre,-1
2825,massacres,-1
2826,matte,-1
2827,mawkish,-1
2828,mawkishly,-1
2829,mawkishness,-1
2830,meager,-1
2831,meaningless,-1
2832,meanness,-1
2833,measly,-1
2834,meddle,-1
2835,meddlesome,-1
2836,mediocre,-1
2837,mediocrity,-1
2838,melancholy,-1
2839,melodramatic,-1
2840,melodramatically,-1
2841,meltdown,-1
2842,menace,-1
2843,menacing,-1
2844,menacingly,-1
2845,mendacious,-1
2846,mendacity,-1
2847,menial,-1
2848,merciless,-1
2849,mercilessly,-1
2850,mess,-1
2851,messed,-1
2852,messes,-1
2853,messing,-1
2854,messy,-1
2855,midget,-1
2856,miff,-1
2857,militancy,-1
2858,mindless,-1
2859,mindlessly,-1
2860,mirage,-1
2861,mire,-1
2862,misalign,-1
2863,misaligned,-1
2864,misaligns,-1
2865,misapprehend,-1
2866,misbecome,-1
2867,misbecoming,-1
2868,misbegotten,-1
2869,misbehave,-1
2870,misbehavior,-1
2871,miscalculate,-1
2872,miscalculation,-1
2873,miscellaneous,-1
2874,mischief,-1
2875,mischievous,-1
2876,mischievously,-1
2877,misconception,-1
2878,misconceptions,-1
2879,miscreant,-1
2880,miscreants,-1
2881,misdirection,-1
2882,miser,-1
2883,miserable,-1
2884,miserableness,-1
2885,miserably,-1
2886,miseries,-1
2887,miserly,-1
2888,misery,-1
2889,misfit,-1
2890,misfortune,-1
2891,misgiving,-1
2892,misgivings,-1
2893,misguidance,-1
2894,misguide,-1
2895,misguided,-1
2896,mishandle,-1
2897,mishap,-1
2898,misinform,-1
2899,misinformed,-1
2900,misinterpret,-1
2901,misjudge,-1
2902,misjudgment,-1
2903,mislead,-1
2904,misleading,-1
2905,misleadingly,-1
2906,mislike,-1
2907,mismanage,-1
2908,mispronounce,-1
2909,mispronounced,-1
2910,mispronounces,-1
2911,misread,-1
2912,misreading,-1
2913,misrepresent,-1
2914,misrepresentation,-1
2915,miss,-1
2916,missed,-1
2917,misses,-1
2918,misstatement,-1
2919,mist,-1
2920,mistake,-1
2921,mistaken,-1
2922,mistakenly,-1
2923,mistakes,-1
2924,mistified,-1
2925,mistress,-1
2926,mistrust,-1
2927,mistrustful,-1
2928,mistrustfully,-1
2929,mists,-1
2930,misunderstand,-1
2931,misunderstanding,-1
2932,misunderstandings,-1
2933,misunderstood,-1
2934,misuse,-1
2935,moan,-1
2936,mobster,-1
2937,mock,-1
2938,mocked,-1
2939,mockeries,-1
2940,mockery,-1
2941,mocking,-1
2942,mockingly,-1
2943,mocks,-1
2944,molest,-1
2945,molestation,-1
2946,monotonous,-1
2947,monotony,-1
2948,monster,-1
2949,monstrosities,-1
2950,monstrosity,-1
2951,monstrous,-1
2952,monstrously,-1
2953,moody,-1
2954,moot,-1
2955,mope,-1
2956,morbid,-1
2957,morbidly,-1
2958,mordant,-1
2959,mordantly,-1
2960,moribund,-1
2961,moron,-1
2962,moronic,-1
2963,morons,-1
2964,mortification,-1
2965,mortified,-1
2966,mortify,-1
2967,mortifying,-1
2968,motionless,-1
2969,motley,-1
2970,mourn,-1
2971,mourner,-1
2972,mournful,-1
2973,mournfully,-1
2974,muddle,-1
2975,muddy,-1
2976,mudslinger,-1
2977,mudslinging,-1
2978,mulish,-1
2979,multi-polarization,-1
2980,mundane,-1
2981,murder,-1
2982,murderer,-1
2983,murderous,-1
2984,murderously,-1
2985,murky,-1
2986,muscle-flexing,-1
2987,mushy,-1
2988,musty,-1
2989,mysterious,-1
2990,mysteriously,-1
2991,mystery,-1
2992,mystify,-1
2993,myth,-1
2994,nag,-1
2995,nagging,-1
2996,naive,-1
2997,naively,-1
2998,narrower,-1
2999,nastily,-1
3000,nastiness,-1
3001,nasty,-1
3002,naughty,-1
3003,nauseate,-1
3004,nauseates,-1
3005,nauseating,-1
3006,nauseatingly,-1
3007,naïve,-1
3008,nebulous,-1
3009,nebulously,-1
3010,needless,-1
3011,needlessly,-1
3012,needy,-1
3013,nefarious,-1
3014,nefariously,-1
3015,negate,-1
3016,negation,-1
3017,negative,-1
3018,negatives,-1
3019,negativity,-1
3020,neglect,-1
3021,neglected,-1
3022,negligence,-1
3023,negligent,-1
3024,nemesis,-1
3025,nepotism,-1
3026,nervous,-1
3027,nervously,-1
3028,nervousness,-1
3029,nettle,-1
3030,nettlesome,-1
3031,neurotic,-1
3032,neurotically,-1
3033,niggle,-1
3034,niggles,-1
3035,nightmare,-1
3036,nightmarish,-1
3037,nightmarishly,-1
3038,nitpick,-1
3039,nitpicking,-1
3040,noise,-1
3041,noises,-1
3042,noisier,-1
3043,noisy,-1
3044,non-confidence,-1
3045,nonexistent,-1
3046,nonresponsive,-1
3047,nonsense,-1
3048,nosey,-1
3049,notoriety,-1
3050,notorious,-1
3051,notoriously,-1
3052,noxious,-1
3053,nuisance,-1
3054,numb,-1
3055,obese,-1
3056,object,-1
3057,objection,-1
3058,objectionable,-1
3059,objections,-1
3060,oblique,-1
3061,obliterate,-1
3062,obliterated,-1
3063,oblivious,-1
3064,obnoxious,-1
3065,obnoxiously,-1
3066,obscene,-1
3067,obscenely,-1
3068,obscenity,-1
3069,obscure,-1
3070,obscured,-1
3071,obscures,-1
3072,obscurity,-1
3073,obsess,-1
3074,obsessive,-1
3075,obsessively,-1
3076,obsessiveness,-1
3077,obsolete,-1
3078,obstacle,-1
3079,obstinate,-1
3080,obstinately,-1
3081,obstruct,-1
3082,obstructed,-1
3083,obstructing,-1
3084,obstruction,-1
3085,obstructs,-1
3086,obtrusive,-1
3087,obtuse,-1
3088,occlude,-1
3089,occluded,-1
3090,occludes,-1
3091,occluding,-1
3092,odd,-1
3093,odder,-1
3094,oddest,-1
3095,oddities,-1
3096,oddity,-1
3097,oddly,-1
3098,odor,-1
3099,offence,-1
3100,offend,-1
3101,offender,-1
3102,offending,-1
3103,offenses,-1
3104,offensive,-1
3105,offensively,-1
3106,offensiveness,-1
3107,officious,-1
3108,ominous,-1
3109,ominously,-1
3110,omission,-1
3111,omit,-1
3112,one-sided,-1
3113,onerous,-1
3114,onerously,-1
3115,onslaught,-1
3116,opinionated,-1
3117,opponent,-1
3118,opportunistic,-1
3119,oppose,-1
3120,opposition,-1
3121,oppositions,-1
3122,oppress,-1
3123,oppression,-1
3124,oppressive,-1
3125,oppressively,-1
3126,oppressiveness,-1
3127,oppressors,-1
3128,ordeal,-1
3129,orphan,-1
3130,ostracize,-1
3131,outbreak,-1
3132,outburst,-1
3133,outbursts,-1
3134,outcast,-1
3135,outcry,-1
3136,outlaw,-1
3137,outmoded,-1
3138,outrage,-1
3139,outraged,-1
3140,outrageous,-1
3141,outrageously,-1
3142,outrageousness,-1
3143,outrages,-1
3144,outsider,-1
3145,over-acted,-1
3146,over-awe,-1
3147,over-balanced,-1
3148,over-hyped,-1
3149,over-priced,-1
3150,over-valuation,-1
3151,overact,-1
3152,overacted,-1
3153,overawe,-1
3154,overbalance,-1
3155,overbalanced,-1
3156,overbearing,-1
3157,overbearingly,-1
3158,overblown,-1
3159,overdo,-1
3160,overdone,-1
3161,overdue,-1
3162,overemphasize,-1
3163,overheat,-1
3164,overkill,-1
3165,overloaded,-1
3166,overlook,-1
3167,overpaid,-1
3168,overpayed,-1
3169,overplay,-1
3170,overpower,-1
3171,overpriced,-1
3172,overrated,-1
3173,overreach,-1
3174,overrun,-1
3175,overshadow,-1
3176,oversight,-1
3177,oversights,-1
3178,oversimplification,-1
3179,oversimplified,-1
3180,oversimplify,-1
3181,oversize,-1
3182,overstate,-1
3183,overstated,-1
3184,overstatement,-1
3185,overstatements,-1
3186,overstates,-1
3187,overtaxed,-1
3188,overthrow,-1
3189,overthrows,-1
3190,overturn,-1
3191,overweight,-1
3192,overwhelm,-1
3193,overwhelmed,-1
3194,overwhelming,-1
3195,overwhelmingly,-1
3196,overwhelms,-1
3197,overzealous,-1
3198,overzealously,-1
3199,overzelous,-1
3200,pain,-1
3201,painful,-1
3202,painfull,-1
3203,painfully,-1
3204,pains,-1
3205,pale,-1
3206,pales,-1
3207,paltry,-1
3208,pan,-1
3209,pandemonium,-1
3210,pander,-1
3211,pandering,-1
3212,panders,-1
3213,panic,-1
3214,panick,-1
3215,panicked,-1
3216,panicking,-1
3217,panicky,-1
3218,paradoxical,-1
3219,paradoxically,-1
3220,paralize,-1
3221,paralyzed,-1
3222,paranoia,-1
3223,paranoid,-1
3224,parasite,-1
3225,pariah,-1
3226,parody,-1
3227,partiality,-1
3228,partisan,-1
3229,partisans,-1
3230,passe,-1
3231,passive,-1
3232,passiveness,-1
3233,pathetic,-1
3234,pathetically,-1
3235,patronize,-1
3236,paucity,-1
3237,pauper,-1
3238,paupers,-1
3239,payback,-1
3240,peculiar,-1
3241,peculiarly,-1
3242,pedantic,-1
3243,peeled,-1
3244,peeve,-1
3245,peeved,-1
3246,peevish,-1
3247,peevishly,-1
3248,penalize,-1
3249,penalty,-1
3250,perfidious,-1
3251,perfidity,-1
3252,perfunctory,-1
3253,peril,-1
3254,perilous,-1
3255,perilously,-1
3256,perish,-1
3257,pernicious,-1
3258,perplex,-1
3259,perplexed,-1
3260,perplexing,-1
3261,perplexity,-1
3262,persecute,-1
3263,persecution,-1
3264,pertinacious,-1
3265,pertinaciously,-1
3266,pertinacity,-1
3267,perturb,-1
3268,perturbed,-1
3269,pervasive,-1
3270,perverse,-1
3271,perversely,-1
3272,perversion,-1
3273,perversity,-1
3274,pervert,-1
3275,perverted,-1
3276,perverts,-1
3277,pessimism,-1
3278,pessimistic,-1
3279,pessimistically,-1
3280,pest,-1
3281,pestilent,-1
3282,petrified,-1
3283,petrify,-1
3284,pettifog,-1
3285,petty,-1
3286,phobia,-1
3287,phobic,-1
3288,phony,-1
3289,picket,-1
3290,picketed,-1
3291,picketing,-1
3292,pickets,-1
3293,picky,-1
3294,pig,-1
3295,pigs,-1
3296,pillage,-1
3297,pillory,-1
3298,pimple,-1
3299,pinch,-1
3300,pique,-1
3301,pitiable,-1
3302,pitiful,-1
3303,pitifully,-1
3304,pitiless,-1
3305,pitilessly,-1
3306,pittance,-1
3307,pity,-1
3308,plagiarize,-1
3309,plague,-1
3310,plasticky,-1
3311,plaything,-1
3312,plea,-1
3313,pleas,-1
3314,plebeian,-1
3315,plight,-1
3316,plot,-1
3317,plotters,-1
3318,ploy,-1
3319,plunder,-1
3320,plunderer,-1
3321,pointless,-1
3322,pointlessly,-1
3323,poison,-1
3324,poisonous,-1
3325,poisonously,-1
3326,pokey,-1
3327,poky,-1
3328,polarisation,-1
3329,polemize,-1
3330,pollute,-1
3331,polluter,-1
3332,polluters,-1
3333,polution,-1
3334,pompous,-1
3335,poor,-1
3336,poorer,-1
3337,poorest,-1
3338,poorly,-1
3339,posturing,-1
3340,pout,-1
3341,poverty,-1
3342,powerless,-1
3343,prate,-1
3344,pratfall,-1
3345,prattle,-1
3346,precarious,-1
3347,precariously,-1
3348,precipitate,-1
3349,precipitous,-1
3350,predatory,-1
3351,predicament,-1
3352,prejudge,-1
3353,prejudice,-1
3354,prejudices,-1
3355,prejudicial,-1
3356,premeditated,-1
3357,preoccupy,-1
3358,preposterous,-1
3359,preposterously,-1
3360,presumptuous,-1
3361,presumptuously,-1
3362,pretence,-1
3363,pretend,-1
3364,pretense,-1
3365,pretentious,-1
3366,pretentiously,-1
3367,prevaricate,-1
3368,pricey,-1
3369,pricier,-1
3370,prick,-1
3371,prickle,-1
3372,prickles,-1
3373,prideful,-1
3374,prik,-1
3375,primitive,-1
3376,prison,-1
3377,prisoner,-1
3378,problem,-1
3379,problematic,-1
3380,problems,-1
3381,procrastinate,-1
3382,procrastinates,-1
3383,procrastination,-1
3384,profane,-1
3385,profanity,-1
3386,prohibit,-1
3387,prohibitive,-1
3388,prohibitively,-1
3389,propaganda,-1
3390,propagandize,-1
3391,proprietary,-1
3392,prosecute,-1
3393,protest,-1
3394,protested,-1
3395,protesting,-1
3396,protests,-1
3397,protracted,-1
3398,provocation,-1
3399,provocative,-1
3400,provoke,-1
3401,pry,-1
3402,pugnacious,-1
3403,pugnaciously,-1
3404,pugnacity,-1
3405,punch,-1
3406,punish,-1
3407,punishable,-1
3408,punitive,-1
3409,punk,-1
3410,puny,-1
3411,puppet,-1
3412,puppets,-1
3413,puzzled,-1
3414,puzzlement,-1
3415,puzzling,-1
3416,quack,-1
3417,qualm,-1
3418,qualms,-1
3419,quandary,-1
3420,quarrel,-1
3421,quarrellous,-1
3422,quarrellously,-1
3423,quarrels,-1
3424,quarrelsome,-1
3425,quash,-1
3426,queer,-1
3427,questionable,-1
3428,quibble,-1
3429,quibbles,-1
3430,quitter,-1
3431,rabid,-1
3432,racism,-1
3433,racist,-1
3434,racists,-1
3435,racy,-1
3436,radical,-1
3437,radicalization,-1
3438,radically,-1
3439,radicals,-1
3440,rage,-1
3441,ragged,-1
3442,raging,-1
3443,rail,-1
3444,raked,-1
3445,rampage,-1
3446,rampant,-1
3447,ramshackle,-1
3448,rancor,-1
3449,randomly,-1
3450,rankle,-1
3451,rant,-1
3452,ranted,-1
3453,ranting,-1
3454,rantingly,-1
3455,rants,-1
3456,rape,-1
3457,raped,-1
3458,raping,-1
3459,rascal,-1
3460,rascals,-1
3461,rash,-1
3462,rattle,-1
3463,rattled,-1
3464,rattles,-1
3465,ravage,-1
3466,raving,-1
3467,reactionary,-1
3468,rebellious,-1
3469,rebuff,-1
3470,rebuke,-1
3471,recalcitrant,-1
3472,recant,-1
3473,recession,-1
3474,recessionary,-1
3475,reckless,-1
3476,recklessly,-1
3477,recklessness,-1
3478,recoil,-1
3479,recourses,-1
3480,redundancy,-1
3481,redundant,-1
3482,refusal,-1
3483,refuse,-1
3484,refused,-1
3485,refuses,-1
3486,refusing,-1
3487,refutation,-1
3488,refute,-1
3489,refuted,-1
3490,refutes,-1
3491,refuting,-1
3492,regress,-1
3493,regression,-1
3494,regressive,-1
3495,regret,-1
3496,regreted,-1
3497,regretful,-1
3498,regretfully,-1
3499,regrets,-1
3500,regrettable,-1
3501,regrettably,-1
3502,regretted,-1
3503,reject,-1
3504,rejected,-1
3505,rejecting,-1
3506,rejection,-1
3507,rejects,-1
3508,relapse,-1
3509,relentless,-1
3510,relentlessly,-1
3511,relentlessness,-1
3512,reluctance,-1
3513,reluctant,-1
3514,reluctantly,-1
3515,remorse,-1
3516,remorseful,-1
3517,remorsefully,-1
3518,remorseless,-1
3519,remorselessly,-1
3520,remorselessness,-1
3521,renounce,-1
3522,renunciation,-1
3523,repel,-1
3524,repetitive,-1
3525,reprehensible,-1
3526,reprehensibly,-1
3527,reprehension,-1
3528,reprehensive,-1
3529,repress,-1
3530,repression,-1
3531,repressive,-1
3532,reprimand,-1
3533,reproach,-1
3534,reproachful,-1
3535,reprove,-1
3536,reprovingly,-1
3537,repudiate,-1
3538,repudiation,-1
3539,repugn,-1
3540,repugnance,-1
3541,repugnant,-1
3542,repugnantly,-1
3543,repulse,-1
3544,repulsed,-1
3545,repulsing,-1
3546,repulsive,-1
3547,repulsively,-1
3548,repulsiveness,-1
3549,resent,-1
3550,resentful,-1
3551,resentment,-1
3552,resignation,-1
3553,resigned,-1
3554,resistance,-1
3555,restless,-1
3556,restlessness,-1
3557,restrict,-1
3558,restricted,-1
3559,restriction,-1
3560,restrictive,-1
3561,resurgent,-1
3562,retaliate,-1
3563,retaliatory,-1
3564,retard,-1
3565,retarded,-1
3566,retardedness,-1
3567,retards,-1
3568,reticent,-1
3569,retract,-1
3570,retreat,-1
3571,retreated,-1
3572,revenge,-1
3573,revengeful,-1
3574,revengefully,-1
3575,revert,-1
3576,revile,-1
3577,reviled,-1
3578,revoke,-1
3579,revolt,-1
3580,revolting,-1
3581,revoltingly,-1
3582,revulsion,-1
3583,revulsive,-1
3584,rhapsodize,-1
3585,rhetoric,-1
3586,rhetorical,-1
3587,ricer,-1
3588,ridicule,-1
3589,ridicules,-1
3590,ridiculous,-1
3591,ridiculously,-1
3592,rife,-1
3593,rift,-1
3594,rifts,-1
3595,rigid,-1
3596,rigidity,-1
3597,rigidness,-1
3598,rile,-1
3599,riled,-1
3600,rip,-1
3601,rip-off,-1
3602,ripoff,-1
3603,ripped,-1
3604,risk,-1
3605,risks,-1
3606,risky,-1
3607,rival,-1
3608,rivalry,-1
3609,roadblocks,-1
3610,rocky,-1
3611,rogue,-1
3612,rollercoaster,-1
3613,rot,-1
3614,rotten,-1
3615,rough,-1
3616,rremediable,-1
3617,rubbish,-1
3618,rude,-1
3619,rue,-1
3620,ruffian,-1
3621,ruffle,-1
3622,ruin,-1
3623,ruined,-1
3624,ruining,-1
3625,ruinous,-1
3626,ruins,-1
3627,rumbling,-1
3628,rumor,-1
3629,rumors,-1
3630,rumours,-1
3631,rumple,-1
3632,run-down,-1
3633,runaway,-1
3634,rupture,-1
3635,rust,-1
3636,rusts,-1
3637,rusty,-1
3638,rut,-1
3639,ruthless,-1
3640,ruthlessly,-1
3641,ruthlessness,-1
3642,ruts,-1
3643,sabotage,-1
3644,sack,-1
3645,sacrificed,-1
3646,sad,-1
3647,sadden,-1
3648,sadly,-1
3649,sadness,-1
3650,sag,-1
3651,sagged,-1
3652,sagging,-1
3653,saggy,-1
3654,sags,-1
3655,salacious,-1
3656,sanctimonious,-1
3657,sap,-1
3658,sarcasm,-1
3659,sarcastic,-1
3660,sarcastically,-1
3661,sardonic,-1
3662,sardonically,-1
3663,sass,-1
3664,satirical,-1
3665,satirize,-1
3666,savage,-1
3667,savaged,-1
3668,savagery,-1
3669,savages,-1
3670,scaly,-1
3671,scam,-1
3672,scams,-1
3673,scandal,-1
3674,scandalize,-1
3675,scandalized,-1
3676,scandalous,-1
3677,scandalously,-1
3678,scandals,-1
3679,scandel,-1
3680,scandels,-1
3681,scant,-1
3682,scapegoat,-1
3683,scar,-1
3684,scarce,-1
3685,scarcely,-1
3686,scarcity,-1
3687,scare,-1
3688,scared,-1
3689,scarier,-1
3690,scariest,-1
3691,scarily,-1
3692,scarred,-1
3693,scars,-1
3694,scary,-1
3695,scathing,-1
3696,scathingly,-1
3697,sceptical,-1
3698,scoff,-1
3699,scoffingly,-1
3700,scold,-1
3701,scolded,-1
3702,scolding,-1
3703,scoldingly,-1
3704,scorching,-1
3705,scorchingly,-1
3706,scorn,-1
3707,scornful,-1
3708,scornfully,-1
3709,scoundrel,-1
3710,scourge,-1
3711,scowl,-1
3712,scramble,-1
3713,scrambled,-1
3714,scrambles,-1
3715,scrambling,-1
3716,scrap,-1
3717,scratch,-1
3718,scratched,-1
3719,scratches,-1
3720,scratchy,-1
3721,scream,-1
3722,screech,-1
3723,screw-up,-1
3724,screwed,-1
3725,screwed-up,-1
3726,screwy,-1
3727,scuff,-1
3728,scuffs,-1
3729,scum,-1
3730,scummy,-1
3731,second-class,-1
3732,second-tier,-1
3733,secretive,-1
3734,sedentary,-1
3735,seedy,-1
3736,seethe,-1
3737,seething,-1
3738,self-coup,-1
3739,self-criticism,-1
3740,self-defeating,-1
3741,self-destructive,-1
3742,self-humiliation,-1
3743,self-interest,-1
3744,self-interested,-1
3745,self-serving,-1
3746,selfinterested,-1
3747,selfish,-1
3748,selfishly,-1
3749,selfishness,-1
3750,semi-retarded,-1
3751,senile,-1
3752,sensationalize,-1
3753,senseless,-1
3754,senselessly,-1
3755,seriousness,-1
3756,sermonize,-1
3757,servitude,-1
3758,set-up,-1
3759,setback,-1
3760,setbacks,-1
3761,sever,-1
3762,severe,-1
3763,severity,-1
3764,sh*t,-1
3765,shabby,-1
3766,shadowy,-1
3767,shady,-1
3768,shake,-1
3769,shaky,-1
3770,shallow,-1
3771,sham,-1
3772,shambles,-1
3773,shame,-1
3774,shameful,-1
3775,shamefully,-1
3776,shamefulness,-1
3777,shameless,-1
3778,shamelessly,-1
3779,shamelessness,-1
3780,shark,-1
3781,sharply,-1
3782,shatter,-1
3783,shemale,-1
3784,shimmer,-1
3785,shimmy,-1
3786,shipwreck,-1
3787,shirk,-1
3788,shirker,-1
3789,shit,-1
3790,shiver,-1
3791,shock,-1
3792,shocked,-1
3793,shocking,-1
3794,shockingly,-1
3795,shoddy,-1
3796,short-lived,-1
3797,shortage,-1
3798,shortchange,-1
3799,shortcoming,-1
3800,shortcomings,-1
3801,shortness,-1
3802,shortsighted,-1
3803,shortsightedness,-1
3804,showdown,-1
3805,shrew,-1
3806,shriek,-1
3807,shrill,-1
3808,shrilly,-1
3809,shrivel,-1
3810,shroud,-1
3811,shrouded,-1
3812,shrug,-1
3813,shun,-1
3814,shunned,-1
3815,sick,-1
3816,sicken,-1
3817,sickening,-1
3818,sickeningly,-1
3819,sickly,-1
3820,sickness,-1
3821,sidetrack,-1
3822,sidetracked,-1
3823,siege,-1
3824,sillily,-1
3825,silly,-1
3826,simplistic,-1
3827,simplistically,-1
3828,sin,-1
3829,sinful,-1
3830,sinfully,-1
3831,sinister,-1
3832,sinisterly,-1
3833,sink,-1
3834,sinking,-1
3835,skeletons,-1
3836,skeptic,-1
3837,skeptical,-1
3838,skeptically,-1
3839,skepticism,-1
3840,sketchy,-1
3841,skimpy,-1
3842,skinny,-1
3843,skittish,-1
3844,skittishly,-1
3845,skulk,-1
3846,slack,-1
3847,slander,-1
3848,slanderer,-1
3849,slanderous,-1
3850,slanderously,-1
3851,slanders,-1
3852,slap,-1
3853,slashing,-1
3854,slaughter,-1
3855,slaughtered,-1
3856,slave,-1
3857,slaves,-1
3858,sleazy,-1
3859,slime,-1
3860,slog,-1
3861,slogged,-1
3862,slogging,-1
3863,slogs,-1
3864,sloooooooooooooow,-1
3865,sloooow,-1
3866,slooow,-1
3867,sloow,-1
3868,sloppily,-1
3869,sloppy,-1
3870,sloth,-1
3871,slothful,-1
3872,slow,-1
3873,slow-moving,-1
3874,slowed,-1
3875,slower,-1
3876,slowest,-1
3877,slowly,-1
3878,sloww,-1
3879,slowww,-1
3880,slowwww,-1
3881,slug,-1
3882,sluggish,-1
3883,slump,-1
3884,slumping,-1
3885,slumpping,-1
3886,slur,-1
3887,slut,-1
3888,sluts,-1
3889,sly,-1
3890,smack,-1
3891,smallish,-1
3892,smash,-1
3893,smear,-1
3894,smell,-1
3895,smelled,-1
3896,smelling,-1
3897,smells,-1
3898,smelly,-1
3899,smelt,-1
3900,smoke,-1
3901,smokescreen,-1
3902,smolder,-1
3903,smoldering,-1
3904,smother,-1
3905,smoulder,-1
3906,smouldering,-1
3907,smudge,-1
3908,smudged,-1
3909,smudges,-1
3910,smudging,-1
3911,smug,-1
3912,smugly,-1
3913,smut,-1
3914,smuttier,-1
3915,smuttiest,-1
3916,smutty,-1
3917,snag,-1
3918,snagged,-1
3919,snagging,-1
3920,snags,-1
3921,snappish,-1
3922,snappishly,-1
3923,snare,-1
3924,snarky,-1
3925,snarl,-1
3926,sneak,-1
3927,sneakily,-1
3928,sneaky,-1
3929,sneer,-1
3930,sneering,-1
3931,sneeringly,-1
3932,snob,-1
3933,snobbish,-1
3934,snobby,-1
3935,snobish,-1
3936,snobs,-1
3937,snub,-1
3938,so-cal,-1
3939,soapy,-1
3940,sob,-1
3941,sober,-1
3942,sobering,-1
3943,solemn,-1
3944,solicitude,-1
3945,somber,-1
3946,sore,-1
3947,sorely,-1
3948,soreness,-1
3949,sorrow,-1
3950,sorrowful,-1
3951,sorrowfully,-1
3952,sorry,-1
3953,sour,-1
3954,sourly,-1
3955,spade,-1
3956,spank,-1
3957,spendy,-1
3958,spew,-1
3959,spewed,-1
3960,spewing,-1
3961,spews,-1
3962,spilling,-1
3963,spinster,-1
3964,spiritless,-1
3965,spite,-1
3966,spiteful,-1
3967,spitefully,-1
3968,spitefulness,-1
3969,splatter,-1
3970,split,-1
3971,splitting,-1
3972,spoil,-1
3973,spoilage,-1
3974,spoilages,-1
3975,spoiled,-1
3976,spoilled,-1
3977,spoils,-1
3978,spook,-1
3979,spookier,-1
3980,spookiest,-1
3981,spookily,-1
3982,spooky,-1
3983,spoon-fed,-1
3984,spoon-feed,-1
3985,spoonfed,-1
3986,sporadic,-1
3987,spotty,-1
3988,spurious,-1
3989,spurn,-1
3990,sputter,-1
3991,squabble,-1
3992,squabbling,-1
3993,squander,-1
3994,squash,-1
3995,squeak,-1
3996,squeaks,-1
3997,squeaky,-1
3998,squeal,-1
3999,squealing,-1
4000,squeals,-1
4001,squirm,-1
4002,stab,-1
4003,stagnant,-1
4004,stagnate,-1
4005,stagnation,-1
4006,staid,-1
4007,stain,-1
4008,stains,-1
4009,stale,-1
4010,stalemate,-1
4011,stall,-1
4012,stalls,-1
4013,stammer,-1
4014,stampede,-1
4015,standstill,-1
4016,stark,-1
4017,starkly,-1
4018,startle,-1
4019,startling,-1
4020,startlingly,-1
4021,starvation,-1
4022,starve,-1
4023,static,-1
4024,steal,-1
4025,stealing,-1
4026,steals,-1
4027,steep,-1
4028,steeply,-1
4029,stench,-1
4030,stereotype,-1
4031,stereotypical,-1
4032,stereotypically,-1
4033,stern,-1
4034,stew,-1
4035,sticky,-1
4036,stiff,-1
4037,stiffness,-1
4038,stifle,-1
4039,stifling,-1
4040,stiflingly,-1
4041,stigma,-1
4042,stigmatize,-1
4043,sting,-1
4044,stinging,-1
4045,stingingly,-1
4046,stingy,-1
4047,stink,-1
4048,stinks,-1
4049,stodgy,-1
4050,stole,-1
4051,stolen,-1
4052,stooge,-1
4053,stooges,-1
4054,stormy,-1
4055,straggle,-1
4056,straggler,-1
4057,strain,-1
4058,strained,-1
4059,straining,-1
4060,strange,-1
4061,strangely,-1
4062,stranger,-1
4063,strangest,-1
4064,strangle,-1
4065,streaky,-1
4066,strenuous,-1
4067,stress,-1
4068,stresses,-1
4069,stressful,-1
4070,stressfully,-1
4071,stricken,-1
4072,strict,-1
4073,strictly,-1
4074,strident,-1
4075,stridently,-1
4076,strife,-1
4077,strike,-1
4078,stringent,-1
4079,stringently,-1
4080,struck,-1
4081,struggle,-1
4082,struggled,-1
4083,struggles,-1
4084,struggling,-1
4085,strut,-1
4086,stubborn,-1
4087,stubbornly,-1
4088,stubbornness,-1
4089,stuck,-1
4090,stuffy,-1
4091,stumble,-1
4092,stumbled,-1
4093,stumbles,-1
4094,stump,-1
4095,stumped,-1
4096,stumps,-1
4097,stun,-1
4098,stunt,-1
4099,stunted,-1
4100,stupid,-1
4101,stupidest,-1
4102,stupidity,-1
4103,stupidly,-1
4104,stupified,-1
4105,stupify,-1
4106,stupor,-1
4107,stutter,-1
4108,stuttered,-1
4109,stuttering,-1
4110,stutters,-1
4111,sty,-1
4112,stymied,-1
4113,sub-par,-1
4114,subdued,-1
4115,subjected,-1
4116,subjection,-1
4117,subjugate,-1
