status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
22707976849_10153352002486850,One challenge. One charge. Lots of spray paint. See what happens when we give three Miami-based artists a 6th Gen Intel Core-powered laptop and ask them to collaborate on a single piece of art before the battery dies. Watch now:,Community By Design,video,https://www.facebook.com/Intel/videos/10153352002486850/,2016-03-10 12:01:58,482,9,85,469,9,4,0,0,0
22707976849_10153350184116850,Get an inside look at the first World Drone Prix with Rotor Riot. Their first flight is LAX to Dubai. Their next destination is one million dollars. Stay tuned for more and your chance to help bring their drone to life. #DronesInDubai,World Drone Prix,video,https://www.facebook.com/Intel/videos/10153350184116850/,2016-03-09 18:11:26,214,7,44,206,5,2,1,0,0
22707976849_10153350118671850,Can modern tech get along with modern art? Find out tomorrow when we put the longer-lasting battery life of our new 6th Gen Intel Core processor to the ultimate artistic test…,Community By Design,video,https://www.facebook.com/Intel/videos/10153350118671850/,2016-03-09 17:35:17,130,1,14,128,2,0,0,0,0
22707976849_10153349558926850,"These ""friendship bracelets for the iPhone era"" empower young women to explore STEM paths by teaching them to code programmable wearable tech: http://intel.ly/1RtwKJv",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153349558926850/?type=3,2016-03-09 13:00:04,199,2,7,196,3,0,0,0,0
22707976849_10153347724281850,"Actress by day, inventor by night. On International Women's Day, find out why Hedy Lamarr is our tech hero: http://intel.ly/1RyWq7I",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153347724281850/?type=3,2016-03-08 18:05:03,17797,52,149,17653,102,34,8,0,0
22707976849_10153347158741850,"The world of eSports is about to dramatically expand in 2016, and the new gaming titles have the potential to unite fans from all genres: http://intel.ly/1QJGQGk",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153347158741850/?type=3,2016-03-08 15:20:03,306480,335,658,305486,502,372,76,18,26
22707976849_10153344821501850,"The next time you play a game with motion controls, it might be with your face instead of your hands. Check out the next frontier of motion control technology: http://intel.ly/1RtwIkT",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153344821501850/?type=3,2016-03-07 13:00:05,160,5,14,157,1,2,0,0,0
22707976849_10153342607861850,There's nothing like the thrill of victory! Team Penta celebrates another Rainbow 6: Siege win at #IEM.,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153342607861850/?type=3,2016-03-06 13:10:04,239,7,12,227,10,2,0,0,0
22707976849_10153342026906850,PCs in disguise! This Intel powered rig at #IEM has two gaming modes: awesome and insanely awesome.,,video,https://www.facebook.com/Intel/videos/10153342026906850/,2016-03-06 07:05:21,8813,993,2319,8083,213,500,12,4,1
22707976849_10153341954446850,"One more round of non-stop gaming, insane rigs, and passionate fans - the final day of #IEM is about to begin. Who will walk out a champion? Stay tuned to find out…",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153341954446850/?type=3,2016-03-06 06:00:04,9457,25,59,9410,28,19,0,0,0
22707976849_10153340385696850,The Electronic Sports League is cracking down on performance-enhancing drugs. Learn about how the new set of standards will position the league as a role model for others: http://intel.ly/1SmqYy8,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153340385696850/?type=3,2016-03-05 14:00:03,270,4,14,263,6,0,1,0,0
22707976849_10153340001411850,Dang - we make this look good. Displaying our new 6th gen Core wares at #IEM inside these gorgeous modded PCs. Which one is your favorite?,Intel Powered gaming rigs at Intel Extreme Masters,video,https://www.facebook.com/Intel/videos/10153340001411850/,2016-03-05 09:28:20,1208,22,92,1170,16,20,0,2,0
22707976849_10153339875441850,It's wall-to-wall gaming at the Intel #IEM booth with dozens of free-to-play stations running today's hottest games.,Wall-to-wall gaming at #IEM,video,https://www.facebook.com/Intel/videos/10153339875441850/,2016-03-05 07:45:18,664,2,38,653,8,3,0,0,0
22707976849_10153339717291850,The faces of #IEM. Ten years on and the eSports phenomena keeps on growing.,Superfans of IEM,video,https://www.facebook.com/Intel/videos/10153339717291850/,2016-03-05 05:36:16,2030,6,45,2013,12,4,1,0,0
22707976849_10153338655756850,Day one goes into overtime at #IEM.,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153338655756850/?type=3,2016-03-04 14:30:04,191,4,10,186,4,1,0,0,0
22707976849_10153338580716850,#ExperienceAmazing: Learn how Paige Fraser dances away the darkness using a body-reactive light show powered by Intel RealSense: iq.intel.com/dancing-with-3d-technology/,Photos from Intel's post,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153338579931850/?type=3,2016-03-04 13:36:59,5473,32,169,5324,120,26,2,0,1
22707976849_10153338467236850,There's something for every fan in our #IEM booth at the Expo Hall in Katowice.,Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153338467236850/?type=3,2016-03-04 12:11:40,101972,195,392,101357,294,275,33,4,9
22707976849_10153338054516850,"Tens of thousands line up outside the Spodek for the 10th anniversary Intel Extreme Masters kicking off today in Katowice, Poland. #IEM.",Timeline Photos,photo,https://www.facebook.com/Intel/photos/a.59511371849.82597.22707976849/10153338054516850/?type=3,2016-03-04 07:00:05,68982,70,214,68798,91,77,12,2,2
